...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94
83748,860029420179104,April,DE,440.6853,480,40,40,1,NA,33,2,7,0,0,"Native, Born In US",5,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4700,"Private, For Profit",No,No,Employed-At Work
83750,890698420017103,April,DE,451.2474,2884.61,60,46,8,NA,46,1,1,2,8,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work
83751,901285092904176,April,DE,422.3461,1100,60,40,1,NA,45,2,7,0,0,"Native, Born In US",5,Real estate (531),5120,"Private, For Profit",No,No,Employed-At Work
83756,909010363129490,April,DE,423.7031,2731.5,45,43,1,NA,62,1,1,0,0,"Native, Born In US",5,"Miscellaneous manufacturing, n.e.c. (3399 exc. 33992, 33993)",1430,"Private, For Profit",No,No,Employed-At Work
83757,909010363129490,April,DE,382.1414,1365.5,40,44,1,NA,58,2,1,0,0,"Native, Born In US",5,"Museums, art galleries, historical sites, and similar institutions (712)",2400,"Private, Nonprofit",No,No,Employed-At Work
83759,910004079316609,April,DE,404.1352,640,40,39,1,NA,41,2,5,1,3,"Native, Born In US",5,Administration of human resource programs (923),3820,Government - State,No,No,Employed-At Work
83761,910104009312600,April,DE,371.3999,400,40,43,2,NA,34,2,1,2,3,"Native, Born In US",5,Offices of physicians (6211),5000,"Private, For Profit",No,No,Employed-At Work
83765,912070804129460,April,DE,421.8589,560,40,42,1,NA,50,2,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5700,Government - Local,No,No,Employed-At Work
83766,912070804129460,April,DE,412.9872,692.28,36,40,1,NA,55,1,1,0,0,"Native, Born In US",5,****Department stores and discount stores (s45211),9620,"Private, For Profit",No,No,Employed-At Work
83768,919090885129620,April,DE,403.7578,351.75,25,40,2,NA,46,2,7,4,10,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",5160,"Private, For Profit",No,No,Employed-At Work
83769,919090885129620,April,DE,403.7578,1048,40,39,2,NA,49,2,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",5000,"Private, For Profit",No,No,Employed-At Work
83771,919090885168620,April,DE,412.9872,2019,40,39,1,NA,56,1,1,0,0,"Native, Born In US",5,*** Electronic shopping (New industry *454111),1006,"Private, For Profit",No,No,Employed-At Work
83772,919090885168620,April,DE,382.1414,369.25,35,39,1,NA,59,2,1,0,0,"Native, Born In US",5,Legal services (5411),5700,"Private, For Profit",No,No,Employed-At Work
83777,955080561129890,April,DE,423.7031,2884.61,40,44,1,NA,61,1,1,0,0,"Native, Born In US",5,"Industrial and miscellaneous chemicals (3251, 3259)",2850,"Private, For Profit",No,No,Employed-At Work
83780,955080661169890,April,DE,516.8542,2500,50,40,2,NA,57,1,1,0,0,"Native, Born In US",5,Services incidental to transportation (488),9620,"Private, For Profit",Yes,NA,Employed-At Work
83782,955080661169890,April,DE,718.471,250,49,40,2,NA,24,1,7,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5220,Government - State,No,No,Employed-At Work
83783,955080661169890,April,DE,847.2675,140,20,39,2,NA,25,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4140,"Private, For Profit",No,No,Employed-At Work
83785,961192969000958,April,DE,349.9343,551.25,35,39,2,NA,41,2,7,1,4,"Native, Born In US",5,Grocery stores (4451),4700,"Private, For Profit",No,No,Employed-At Work
83788,961192969000958,April,DE,521.207,206.25,30,40,2,NA,24,2,7,0,0,"Native, Born In US",5,** Services to buildings and dwellings (5617 exc. 56173),4230,"Private, For Profit",No,No,Employed-At Work
83789,966070399169200,April,DE,421.8589,1923,36,39,1,NA,53,2,1,0,0,"Native, Born In US",5,****Department stores and discount stores (s45211),2630,"Private, For Profit",No,No,Employed-At Work
83790,966070399169200,April,DE,412.9872,2019,40,39,1,NA,58,1,1,0,0,"Native, Born In US",5,"Water, steam, air-conditioning, and irrigation systems (22131, 22133)",1740,"Private, For Profit",Yes,NA,Employed-At Work
83791,966070399169200,April,DE,520.0287,449.2,40,43,1,NA,23,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4030,"Private, For Profit",No,No,Employed-At Work
83792,980108075112659,April,DE,448.9093,1442.3,40,40,1,NA,40,1,1,2,8,"Native, Born In US",5,** Construction (23),6355,"Private, For Profit",Yes,NA,Employed-At Work
83793,980108075112659,April,DE,404.1352,538.46,40,42,1,NA,40,2,1,2,8,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",5940,Government - State,No,No,Employed-At Work
83796,980608095116659,April,DE,520.0287,375,36,42,1,NA,21,2,7,0,0,"Native, Born In US",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4300,"Private, For Profit",No,No,Employed-At Work
83797,996020070169550,April,DE,384.9834,461,35,39,2,NA,55,2,5,0,0,"Native, Born In US",5,"Clothing and accessories, except shoe, stores (448 exc. 44821, 4483)",4720,"Private, For Profit",No,No,Employed-At Work
83799,996020870128550,April,DE,421.8589,923.07,40,43,1,NA,54,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),5700,Government - State,No,No,Employed-At Work
83801,5571210784693,April,DC,359.4035,2395.83,40,45,1,NA,42,1,1,1,1,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",2100,Government - Federal,No,No,Employed-At Work
83802,5571210784693,April,DC,430.0092,1576,40,44,4,NA,39,2,1,1,1,"Native, Born In US",5,Administration of human resource programs (923),1650,Government - Federal,Yes,NA,Employed-At Work
83803,5571610934693,April,DC,394.3605,2076.92,50,44,2,NA,38,2,7,0,0,"Foreign Born, Not a US Citizen",5,Wired telecommunications carriers (*5171),2810,"Private, For Profit",Yes,NA,Employed-At Work
83804,11458720749107,April,DC,334.6828,640,40,34,1,4,57,2,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",4230,"Private, For Profit",No,No,Employed-At Work
83806,21019460579103,April,DC,320.6401,750,37,43,1,NA,58,1,7,0,0,"Native, Born In US",5,Used merchandise stores (4533),4760,"Private, For Profit",No,No,Employed-At Work
83808,24195758100974,April,DC,346.869,2884.61,45,43,1,NA,50,1,1,0,0,"Native, Born In US",5,Insurance carriers and related activities (524),850,"Private, For Profit",No,No,Employed-At Work
83809,24195758100974,April,DC,295.4549,1250,45,44,1,NA,46,2,1,0,0,"Foreign Born, US Cit By Naturalization",5,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4620,"Private, For Profit",No,No,Employed-At Work
83811,42251210705795,April,DC,274.3189,961.53,40,44,4,NA,48,2,1,0,0,"Foreign Born, Not a US Citizen",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",5700,"Private, Nonprofit",No,No,Employed-At Work
83813,42251610955795,April,DC,567.3145,1846.15,60,44,4,NA,36,1,1,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work
83814,42251610955795,April,DC,424.6971,1900,60,46,4,NA,32,2,1,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",1800,"Private, Nonprofit",No,No,Employed-At Work
83815,47141610960682,April,DC,449.7461,1442,40,46,1,NA,29,1,7,0,0,"Native, Born In US",5,"Administration of economic programs and space research (926, 927)",2100,Government - Federal,No,No,Employed-At Work
83818,53051147160060,April,DC,416.3964,942.3,40,43,1,NA,24,2,7,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",1006,"Private, For Profit",No,No,Employed-At Work
83819,53051147160060,April,DC,449.7461,1730.76,40,43,1,NA,26,1,7,0,0,"Native, Born In US",5,"Other administrative and other support services (5611, 5612, 5619)",1240,"Private, For Profit",No,No,Employed-At Work
83826,57471610914590,April,DC,357.2743,1826.92,40,44,1,NA,39,2,7,1,1,"Native, Born In US",5,National security and international affairs (928),430,Government - Federal,No,No,Employed-At Work
83827,57471610914590,April,DC,567.3145,1384.61,40,44,4,NA,39,1,7,0,0,"Foreign Born, US Cit By Naturalization",5,"Architectural, engineering, and related services (5413)",1540,"Private, For Profit",No,No,Employed-At Work
83829,64175759100774,April,DC,395.4207,942,40,43,1,6,22,2,7,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",1006,"Private, For Profit",No,No,Employed-Absent
83833,86751610700991,April,DC,344.1728,1269,40,44,2,NA,53,2,1,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",1006,"Private, For Profit",No,No,Employed-At Work
83836,86751610930981,April,DC,312.3178,1000,50,39,11,NA,52,1,1,0,0,"Native, Born In US",5,"Museums, art galleries, historical sites, and similar institutions (712)",2900,Government - Local,Yes,NA,Employed-At Work
83838,91019860767105,April,DC,346.869,2884.61,60,45,1,NA,54,1,1,1,4,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
83839,91019860767105,April,DC,295.1141,1788.46,45,43,1,NA,50,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),230,"Private, Nonprofit",No,No,Employed-At Work
83840,95571610719387,April,DC,378.3106,240,15,45,1,NA,28,2,7,0,0,"Foreign Born, Not a US Citizen",5,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work
83842,102700671294241,April,DC,323.5983,2884.61,60,43,1,NA,41,2,1,1,1,"Native, Born In US",5,****Department stores and discount stores (s45211),2825,"Private, For Profit",No,No,Employed-At Work
83843,102700671294241,April,DC,381.7909,1923.07,50,43,1,NA,36,1,1,1,1,"Native, Born In US",5,** Construction (23),220,"Private, For Profit",No,No,Employed-At Work
83844,106900671794241,April,DC,359.4035,1903.84,40,44,1,NA,42,1,1,2,6,"Native, Born In US",5,Elementary and secondary schools (6111),1300,Government - Local,Yes,NA,Employed-Absent
83845,106900671794241,April,DC,323.5983,2884.61,50,46,1,NA,43,2,1,2,6,"Foreign Born, Not a US Citizen",5,National security and international affairs (928),1800,Government - Federal,No,No,Employed-At Work
83848,108540572250761,April,DC,510.015,865.38,50,40,2,NA,38,1,7,0,0,"Native, Born In US",5,Pharmacies and drug stores (44611),4700,"Private, For Profit",No,No,Employed-At Work
83849,108570717440921,April,DC,295.4549,1307,35,44,1,NA,48,2,6,3,10,"Native, Born In US",5,"Museums, art galleries, historical sites, and similar institutions (712)",2400,"Private, Nonprofit",No,No,Employed-At Work
83852,110300765540061,April,DC,358.1226,1750,40,44,1,NA,32,1,7,0,0,"Native, Born In US",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",420,"Private, Nonprofit",No,No,Employed-At Work
83853,111458760749107,April,DC,359.4035,1538.46,40,44,1,NA,44,1,1,1,3,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",2860,"Private, For Profit",No,No,Employed-At Work
83855,111459720749107,April,DC,642.6944,255,30,43,2,NA,23,2,7,0,0,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",2010,"Private, Nonprofit",No,No,Employed-At Work
83856,111459720749107,April,DC,353.5504,673,40,39,2,NA,48,2,6,0,0,"Native, Born In US",5,Other personal services (8129),9350,"Private, For Profit",No,No,Employed-At Work
83857,118570717440961,April,DC,656.8366,1288.46,40,44,2,NA,34,1,7,0,0,"Native, Born In US",5,National security and international affairs (928),2825,Government - Federal,No,No,Employed-At Work
83858,119050754740961,April,DC,381.7909,2884.61,60,45,1,NA,39,1,1,3,8,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
83859,119050754740961,April,DC,357.2743,300,12,44,1,NA,38,2,1,3,8,"Native, Born In US",5,"Other schools, instruction, and educational services (6116, 6117)",2340,"Private, Nonprofit",No,No,Employed-At Work
83860,119540572250761,April,DC,431.5,384.61,40,39,2,NA,42,2,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4150,"Private, For Profit",No,No,Employed-At Work
83863,119570717440921,April,DC,336.1529,1057.69,49,43,2,NA,59,1,1,0,0,"Native, Born In US",5,Furniture and home furnishings stores (442),4700,"Private, For Profit",No,No,Employed-At Work
83864,119570717440921,April,DC,343.5024,865.38,40,43,2,NA,59,2,1,0,0,"Native, Born In US",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",4530,"Private, Nonprofit",No,No,Employed-At Work
83866,123198358100719,April,DC,358.1226,1769.23,40,43,1,NA,32,1,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",2825,Government - Federal,No,No,Employed-At Work
83867,125192749100930,April,DC,295.1141,2884.61,50,45,1,NA,53,2,5,0,0,"Native, Born In US",5,"Business, professional, political, and similar organizations (8139 exc. 81393)",2100,"Private, Nonprofit",No,No,Employed-At Work
83872,127199688100250,April,DC,394.3605,961.53,40,43,2,NA,39,2,7,0,0,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",725,"Private, For Profit",No,No,Employed-At Work
83876,139240461700761,April,DC,346.869,2884.61,50,43,1,NA,50,1,5,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work
83879,140617075712478,April,DC,352.8647,1442.3,40,43,1,NA,34,2,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",910,Government - Federal,No,No,Employed-At Work
83881,151409560479107,April,DC,357.2743,2019.23,40,44,1,NA,38,2,1,1,2,"Native, Born In US",5,"Colleges and universities, including junior colleges (6112, 6113)",1760,"Private, Nonprofit",No,No,Employed-Absent
83887,158240461700921,April,DC,431.5,2884.61,40,44,2,NA,41,2,7,0,0,"Native, Born In US",5,Miscellaneous petroleum and coal products (32419),2145,"Private, For Profit",No,No,Employed-At Work
83889,159790735590921,April,DC,323.5983,2884.61,50,45,1,NA,43,2,1,2,3,"Native, Born In US",5,Management of companies and enterprises (551),2100,"Private, For Profit",No,No,Employed-At Work
83890,159790735590921,April,DC,324.846,2884.61,60,45,1,NA,45,1,1,2,3,"Native, Born In US",5,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work
83894,167199689100450,April,DC,323.5983,1557.69,35,44,1,NA,43,2,7,0,0,"Native, Born In US",5,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",2825,"Private, Nonprofit",No,No,Employed-At Work
83895,168050754740761,April,DC,353.5504,2076.92,50,43,2,NA,49,2,6,1,3,"Native, Born In US",5,Other direct selling establishments (45439),4950,"Private, For Profit",No,No,Employed-At Work
83896,168240461700961,April,DC,395.135,1269.23,45,44,4,NA,28,2,7,0,0,"Foreign Born, Not a US Citizen",5,"Architectural, engineering, and related services (5413)",710,"Private, For Profit",No,No,Employed-At Work
83897,168240461700961,April,DC,417.0579,865.38,60,44,1,NA,24,1,7,0,0,"Native, Born In US",5,Restaurants and other food services (722 exc. 7224),4110,"Private, For Profit",No,No,Employed-At Work
83898,168780093250921,April,DC,352.8647,1153.84,70,45,1,NA,30,2,1,0,0,"Foreign Born, Not a US Citizen",5,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work
83899,168780093250921,April,DC,381.7909,2500,50,43,1,NA,36,1,1,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",1006,"Private, For Profit",No,No,Employed-At Work
83904,170966305075149,April,DC,343.5024,2096.15,40,40,2,NA,57,2,3,0,0,"Native, Born In US",5,"Administration of environmental quality and housing programs (924, 925)",1740,Government - Federal,Yes,NA,Employed-At Work
83907,177816504077147,April,DC,433.2766,1826.92,40,44,2,NA,45,1,5,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",910,"Private, For Profit",No,No,Employed-At Work
83908,178792106057107,April,DC,344.1728,265.6,32,40,2,NA,53,2,7,1,3,"Native, Born In US",5,Investigation and security services (5616),3930,"Private, Nonprofit",No,No,Employed-At Work
83910,178892702003152,April,DC,395.6492,788.46,40,33,1,5,37,1,1,2,6,"Foreign Born, US Cit By Naturalization",5,Real estate (531),4220,"Private, For Profit",No,No,Employed-At Work
83912,178992106057109,April,DC,353.5504,1269.23,40,44,2,NA,48,2,1,1,3,"Native, Born In US",5,Scientific research and development services (5417),1610,"Private, For Profit",No,No,Employed-At Work
83913,178992106057109,April,DC,402.2326,1000,55,39,2,NA,50,1,1,1,3,"Native, Born In US",5,** Services to buildings and dwellings (5617 exc. 56173),4240,"Private, For Profit",No,No,Employed-At Work
83916,178992106057109,April,DC,504.5688,365,40,40,2,NA,25,2,7,1,2,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work
83917,187050754740921,April,DC,344.1728,273,15,39,2,NA,53,2,1,1,4,"Native, Born In US",5,"Residential care facilities, without nursing (6232, 6233, 6239)",4610,"Private, For Profit",No,No,Employed-At Work
83918,187050754740921,April,DC,402.2326,100,40,39,2,NA,54,1,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),4220,Government - Local,No,Yes,Employed-At Work
83920,187140325700961,April,DC,344.1728,734,40,40,2,NA,54,2,7,0,0,"Native, Born In US",5,Pharmacies and drug stores (44611),4700,"Private, For Profit",No,No,Employed-At Work
83921,187140325700961,April,DC,457.9689,640,40,40,2,NA,32,2,7,0,0,"Native, Born In US",5,Legal services (5411),5400,"Private, For Profit",No,No,Employed-At Work
